date,team1,team2,winner,elo_diff,elo_diff_sq,team1_recent_winrate,team2_recent_winrate,head_to_head,venue_winrate_team1,t1_bat_score,t2_bat_score,t1_bowl_score,t2_bowl_score,bat_score_diff,bowl_score_diff,matchup_diff,toss_winner_is_team1,t1_season_match_num,t2_season_match_num,target
2023-05-07,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,59.087412574464224,0.3491,0.7,0.5,1.0,0.5,244.215,259.392,3.57,4.0,-15.177,-0.43,-6.425,0,10,9,1
2023-05-08,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,-25.15953123798909,-0.0633,0.4,0.5,0.5,0.25,255.15,240.637,2.767,2.447,14.513,0.32,11.72,0,10,10,1
2023-05-09,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,-22.21290831763281,-0.0493,0.5,0.5,0.5667,0.5,277.91,238.343,2.333,3.053,39.567,-0.72,-46.851,1,10,10,1
2023-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,12.622713712818268,0.0159,0.6,0.4,0.5556,0.6,301.994,235.311,3.131,2.032,66.683,1.099,17.297,1,10,10,1
2023-05-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0.673153405375615,0.0,0.5,0.4,0.5833,0.4,262.506,285.906,3.063,2.515,-23.4,0.548,28.64,0,11,11,0
2023-05-12,Gujarat Titans,Mumbai Indians,Mumbai Indians,91.84584029925144,0.8436,0.7,0.6,0.5,0.75,261.02,258.7,3.628,2.17,2.32,1.458,37.314,1,11,11,0
2023-05-13,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,60.10664335494812,0.3613,0.5,0.4,1.0,0.5,242.889,205.051,3.972,1.973,37.838,1.999,42.658,0,10,10,1
2023-05-13,Delhi Capitals,Punjab Kings,Punjab Kings,-3.569692191268132,-0.0013,0.4,0.4,1.0,0.4,197.71,250.86,2.045,2.356,-53.15,-0.311,1.786,1,11,11,0
2023-05-14,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,5.692597671354633,0.0032,0.5,0.4,0.4615,0.25,300.545,254.763,2.282,2.564,45.782,-0.282,33.921,0,12,11,0
2023-05-14,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,45.198772566556045,0.2043,0.7,0.4,0.6667,0.6667,285.433,247.611,3.077,2.694,37.822,0.383,-44.646,1,11,12,0
2023-05-15,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,136.46234011943352,1.8622,0.6,0.4,0.5,0.5714,253.961,199.419,3.535,1.864,54.542,1.671,34.45,0,12,11,1
2023-05-16,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,3.45970935344576,0.0012,0.5,0.7,1.0,0.4,263.733,289.731,4.406,2.282,-25.998,2.124,28.907,0,11,12,1
2023-05-17,Delhi Capitals,Punjab Kings,Delhi Capitals,-31.28201911285305,-0.0979,0.4,0.4,0.8,0.5,171.761,241.785,1.941,2.846,-70.024,-0.905,11.41,0,12,12,1
2023-05-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,77.65569823189753,0.603,0.5,0.4,0.45,0.5,261.884,210.407,3.103,1.983,51.477,1.12,-29.739,1,12,12,1
2023-05-19,Punjab Kings,Rajasthan Royals,Rajasthan Royals,-5.39011579061048,-0.0029,0.4,0.4,0.5,0.0,251.373,237.836,2.717,2.335,13.537,0.382,-28.013,0,13,13,0
2023-05-20,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,22.39384286227528,0.0501,0.6,0.5,0.6,0.5,272.325,202.917,3.039,1.962,69.408,1.077,-0.937,1,12,13,1
2023-05-20,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,-48.38960110269864,-0.2342,0.4,0.6,0.0,0.3333,242.583,246.615,2.706,4.723,-4.032,-2.017,17.987,1,13,12,0
2023-05-21,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,85.67955996098112,0.7341,0.6,0.3,0.5263,0.6,288.505,185.142,2.396,1.672,103.363,0.724,15.124,1,13,13,1
2023-05-21,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,65.41982366729508,0.428,0.7,0.6,0.5,0.5,237.939,266.266,3.432,3.421,-28.327,0.011,-12.719,1,13,13,1
2023-05-23,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,-81.16766459987457,-0.6588,0.6,0.7,0.0,0.5714,294.552,265.917,3.156,3.357,28.635,-0.201,-6.36,0,13,14,1
2023-05-24,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,32.627692373038144,0.1065,0.6,0.6,1.0,0.0,255.448,322.75,3.884,2.025,-67.302,1.859,33.516,0,13,14,0
2023-05-26,Gujarat Titans,Mumbai Indians,Gujarat Titans,47.49526229321828,0.2256,0.7,0.6,0.3333,0.625,295.252,287.064,3.252,2.456,8.188,0.796,31.67,0,15,15,1
2023-05-29,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,-58.840786446557786,-0.3462,0.7,0.7,0.25,0.0,291.41,305.218,3.224,3.401,-13.808,-0.177,3.489,1,14,16,1
2024-03-22,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,35.731793581168176,0.1277,0.7,0.5,0.5,0.625,235.913,336.762,2.272,2.522,-100.849,-0.25,-22.069,0,0,0,1
2024-03-23,Delhi Capitals,Punjab Kings,Punjab Kings,-0.0586862045117868,-0.0,0.5,0.4,0.8333,0.5,184.76,256.185,2.995,2.322,-71.425,0.673,-7.034,0,0,0,0
2024-03-23,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,46.916845052110375,0.2201,0.4,0.2,0.625,0.2857,277.139,222.808,3.003,2.022,54.331,0.981,-2.004,0,0,0,1
2024-03-24,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,23.81252175237819,0.0567,0.5,0.4,0.3333,1.0,259.658,244.081,4.613,2.241,15.577,2.372,1.322,0,0,0,0
2024-03-24,Gujarat Titans,Mumbai Indians,Gujarat Titans,38.73986926951261,0.1501,0.6,0.6,0.5,0.6,356.788,287.141,3.377,3.153,69.647,0.224,2.351,0,0,0,1
2024-03-25,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,4.846501534088702,0.0023,0.4,0.0,0.5,0.5,256.754,349.251,2.222,1.96,-92.497,0.262,-5.113,0,1,1,0
2024-03-26,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,-18.180692503443424,-0.0331,0.7,0.6,0.4,0.6667,332.678,334.364,2.485,4.037,-1.686,-1.552,-4.371,0,1,1,1
2024-03-27,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,76.76237745231106,0.5892,0.6,0.2,0.55,1.0,243.047,244.691,1.841,2.159,-1.644,-0.318,19.828,1,1,1,0
2024-03-28,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,-52.083384095542215,-0.2713,0.5,0.4,0.6667,0.5,165.251,255.726,2.507,2.164,-90.475,0.343,-38.891,1,1,1,0
2024-03-29,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,-4.386771083172789,-0.0019,0.5,0.5,0.5,1.0,240.112,324.752,2.89,2.184,-84.64,0.706,28.758,1,1,2,1
2024-03-30,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,32.121164213305065,0.1032,0.5,0.4,0.6667,0.5,274.567,256.617,4.433,2.207,17.95,2.226,4.845,1,1,2,1
2024-03-31,Chennai Super Kings,Delhi Capitals,Delhi Capitals,110.71851221962676,1.2259,0.7,0.4,0.6364,0.5,350.281,204.052,2.928,2.595,146.229,0.333,11.68,0,2,2,0
2024-03-31,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,108.6173375333458,1.1798,0.6,0.3,0.6667,0.6364,266.682,279.502,2.959,1.921,-12.82,1.038,-4.772,0,2,2,1
2024-04-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,-42.424315039509565,-0.18,0.5,0.5,0.5556,0.6364,305.15,273.392,2.694,2.324,31.758,0.37,20.34,0,2,2,0
2024-04-02,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow Super Giants,35.46321096014572,0.1258,0.5,0.3333,0.5,1.0,299.948,375.158,4.112,2.423,-75.21,1.689,-34.389,0,2,3,1
2024-04-03,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,-40.79328955279561,-0.1664,0.4,0.6,0.6667,1.0,204.67,246.124,2.36,2.761,-41.454,-0.401,58.844,0,3,2,0
2024-04-04,Gujarat Titans,Punjab Kings,Punjab Kings,96.12961177653506,0.9241,0.6,0.3,0.6667,0.6667,259.618,249.208,2.658,2.241,10.41,0.417,-8.292,0,3,3,0
2024-04-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,111.3446655848436,1.2398,0.7,0.3,0.7368,0.5,283.934,270.757,2.685,1.759,13.177,0.926,25.476,0,3,3,0
2024-04-06,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,65.64916741140132,0.431,0.6,0.25,0.5,0.4286,255.774,303.41,2.459,1.857,-47.636,0.602,6.878,1,3,4,1
2024-04-07,Delhi Capitals,Mumbai Indians,Mumbai Indians,-15.241297058701091,-0.0232,0.4,0.4,0.3636,0.375,205.409,279.27,2.547,2.299,-73.861,0.248,2.671,1,4,3,0
2024-04-07,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,8.236157362043059,0.0068,0.5,0.6,1.0,1.0,259.3,314.013,2.802,4.702,-54.713,-1.9,33.094,0,4,3,0
2024-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2.5897720766286056,0.0007,0.7,0.7,0.6429,0.7,274.614,334.087,2.073,3.058,-59.473,-0.985,-33.412,1,4,3,1
2024-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,31.447191508719925,0.0989,0.4,0.3,0.4,1.0,290.516,289.356,2.158,1.576,1.16,0.582,-3.022,1,4,4,0
2024-04-10,Gujarat Titans,Rajasthan Royals,Gujarat Titans,-22.51541834723525,-0.0507,0.5,0.6,0.8,1.0,266.221,244.624,2.848,2.23,21.597,0.618,1.288,1,5,4,1
2024-04-11,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,23.39888890793918,0.0548,0.5,0.2,0.5,0.6154,296.514,299.471,2.277,2.563,-2.957,-0.286,1.059,1,4,5,1
2024-04-12,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,-104.94749641789896,-1.1014,0.3,0.6,0.0,0.0,243.207,293.762,2.808,3.688,-50.555,-0.88,0.274,0,5,4,1
2024-04-13,Punjab Kings,Rajasthan Royals,Rajasthan Royals,-69.11562840633587,-0.4777,0.3,0.6,0.4,0.5,317.633,260.181,2.202,1.977,57.452,0.225,15.319,0,5,5,0
2024-04-14,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,40.320083477626895,0.1626,0.7,0.5,0.4444,0.5,301.896,299.179,2.475,2.215,2.717,0.26,-48.544,0,5,5,1
2024-04-14,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,-21.831343960732283,-0.0477,0.6,0.6,0.0,0.375,271.098,291.499,2.977,4.021,-20.401,-1.044,32.578,1,4,5,1
2024-04-15,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,-16.537737438410204,-0.0273,0.1667,0.4,0.5,0.3333,261.74,301.829,2.287,1.885,-40.089,0.402,3.573,1,6,5,0
2024-04-16,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,-23.490677122082843,-0.0552,0.7,0.7,0.56,0.4444,259.172,253.911,3.125,2.274,5.261,0.851,-10.751,0,5,6,0
2024-04-17,Delhi Capitals,Gujarat Titans,Delhi Capitals,-81.32122456183515,-0.6613,0.3,0.5,0.3333,0.75,248.741,291.761,2.829,2.458,-43.02,0.371,-6.394,1,6,6,1
2024-04-18,Mumbai Indians,Punjab Kings,Mumbai Indians,30.92711152045058,0.0956,0.4,0.3,0.4,0.5,302.375,303.373,2.069,2.238,-0.998,-0.169,5.887,0,6,6,1
2024-04-19,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,35.810811504101366,0.1282,0.7,0.6,0.5,0.5,297.039,281.67,2.719,3.515,15.369,-0.796,3.588,0,6,6,0
2024-04-20,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,-0.1050866937318915,-0.0,0.4,0.4,0.6,0.2857,253.192,325.733,3.2,1.791,-72.541,1.409,-12.198,1,7,6,0
2024-04-21,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,74.61280236900461,0.5567,0.6,0.1429,1.0,0.4,283.909,300.115,3.094,1.667,-16.206,1.427,24.383,0,6,7,1
2024-04-21,Gujarat Titans,Punjab Kings,Gujarat Titans,83.20210243287488,0.6923,0.4,0.3,0.5,0.5,313.692,303.602,2.728,2.26,10.09,0.468,-2.923,0,7,7,1
2024-04-22,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,-60.98859757809987,-0.372,0.5,0.8,0.5357,0.5,334.451,264.188,2.124,2.131,70.263,-0.007,-16.173,1,7,7,0
2024-04-23,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,4.934977962435823,0.0024,0.7,0.6,0.3333,0.7273,282.518,285.955,2.849,3.383,-3.437,-0.534,-0.946,0,7,7,0
2024-04-24,Delhi Capitals,Gujarat Titans,Delhi Capitals,-71.59039307269131,-0.5125,0.4,0.5,0.5,0.25,262.303,312.004,3.4,2.568,-49.701,0.832,31.039,0,8,8,1
2024-04-25,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,-68.2405660695506,-0.4657,0.125,0.5,0.0,0.5,314.596,343.725,1.671,1.971,-29.129,-0.3,0.271,1,8,7,1
2024-04-26,Kolkata Knight Riders,Punjab Kings,Punjab Kings,89.57825475796585,0.8024,0.6,0.2,0.6,0.4545,268.752,248.096,3.306,2.234,20.656,1.072,24.511,0,7,8,0
2024-04-27,Delhi Capitals,Mumbai Indians,Delhi Capitals,-5.707538177888182,-0.0033,0.4,0.4,0.3333,0.3333,248.708,366.058,3.753,1.329,-117.35,2.424,-7.61,0,9,8,1
2024-04-27,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,-26.401922390680284,-0.0697,0.6,0.8,0.25,0.6,288.728,274.578,3.42,2.062,14.15,1.358,-6.162,0,8,8,0
2024-04-28,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,78.17478760391464,0.6111,0.4,0.2222,0.5,0.5714,305.84,333.02,2.423,2.426,-27.18,-0.003,-4.73,0,9,9,0
2024-04-28,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,45.42921183039744,0.2064,0.6,0.5,0.7,0.6667,282.803,352.149,2.657,1.964,-69.346,0.693,23.478,0,8,8,1
2024-04-29,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,-7.940298455827133,-0.0063,0.5,0.6,0.6,0.5,320.33,276.641,3.363,3.01,43.689,0.353,21.246,1,10,8,0
2024-04-30,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,59.01323966607879,0.3483,0.5,0.3,0.75,0.5455,224.079,326.351,4.333,1.548,-102.272,2.785,33.677,1,9,9,1
2024-05-01,Chennai Super Kings,Punjab Kings,Punjab Kings,84.49071421097688,0.7139,0.6,0.3,0.2,0.6923,294.401,276.552,2.492,2.26,17.849,0.232,-3.966,0,9,9,0
2024-05-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,120.41179378358174,1.4499,0.9,0.5,0.5,1.0,284.005,317.376,1.956,2.022,-33.371,-0.066,31.777,0,9,9,0
2024-05-03,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,56.017446359680434,0.3138,0.6,0.3,0.2812,0.4286,295.331,339.383,3.107,1.541,-44.052,1.566,-52.414,0,9,10,1
2024-05-04,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,43.9788540098059,0.1934,0.4,0.3,0.0,1.0,340.656,346.525,2.174,2.419,-5.869,-0.245,-3.844,0,10,10,0
2024-05-05,Chennai Super Kings,Punjab Kings,Chennai Super Kings,49.8126934680181,0.2481,0.5,0.4,0.1667,0.5,287.356,274.395,2.275,2.428,12.961,-0.153,-21.489,0,10,10,1
2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,-14.522981153540968,-0.0211,0.7,0.6,0.25,0.5,274.213,193.701,3.294,3.601,80.512,-0.307,39.899,0,10,10,1
2024-05-06,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,-32.95314667019511,-0.1086,0.3,0.6,0.5238,0.5625,346.938,329.037,1.607,1.998,17.901,-0.391,-1.117,1,11,10,1
2024-05-07,Delhi Capitals,Rajasthan Royals,Delhi Capitals,-83.55255113949511,-0.6981,0.5,0.8,0.6,0.4,275.239,271.279,3.746,1.844,3.96,1.902,-30.488,0,11,10,1
2024-05-08,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,61.850545216933824,0.3825,0.6,0.6,1.0,1.0,300.561,334.5,3.443,1.947,-33.939,1.496,41.846,1,11,11,0
2024-05-09,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,-19.5991669474663,-0.0384,0.3,0.4,0.0,0.0,300.857,344.443,2.76,2.013,-43.586,0.747,-5.814,1,11,11,0
2024-05-10,Chennai Super Kings,Gujarat Titans,Gujarat Titans,41.77299347279586,0.1745,0.5,0.3,0.5,0.5,289.278,264.196,2.128,1.914,25.082,0.214,15.094,1,11,11,0
2024-05-11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,78.80266863418774,0.621,0.7,0.4,0.303,0.4615,285.086,346.994,3.272,1.667,-61.908,1.605,-32.236,0,11,12,1
2024-05-12,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,-35.66079900604905,-0.1272,0.4,0.7,0.5357,0.6429,275.428,287.291,1.831,2.01,-11.863,-0.179,2.162,0,12,11,1
2024-05-12,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,12.055024399435297,0.0145,0.6,0.4,0.5,0.0,249.415,351.949,3.387,2.131,-102.534,1.256,40.536,1,12,12,0
2024-05-14,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,-27.716680491999117,-0.0768,0.5,0.5,0.25,0.4545,278.351,238.468,3.914,2.655,39.883,1.259,9.979,0,13,12,1
2024-05-15,Punjab Kings,Rajasthan Royals,Punjab Kings,-91.59030538971774,-0.8389,0.3,0.6,0.3333,1.0,256.137,241.575,2.596,1.863,14.562,0.733,-6.702,0,12,12,1
2024-05-17,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,43.453126821123305,0.1888,0.4,0.4,0.8,0.5,250.623,295.992,2.278,2.667,-45.369,-0.389,31.89,0,13,13,1
2024-05-18,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,26.286478087633668,0.0691,0.5,0.5,1.0,1.0,260.039,336.631,2.019,2.406,-76.592,-0.387,33.434,1,13,13,0
2024-05-19,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,-24.782025496378537,-0.0614,0.4,0.6,0.3333,0.0,232.017,368.672,2.526,1.53,-136.655,0.996,44.933,1,13,12,0
2024-05-21,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,57.90590128030908,0.3353,0.7,0.7,0.64,0.6667,247.175,378.533,3.485,1.629,-131.358,1.856,-15.48,0,12,13,1
2024-05-22,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,-1.5812687435823136,-0.0003,0.5,0.6,1.0,0.6667,243.366,329.866,1.897,2.5,-86.5,-0.603,2.215,1,13,14,1
2024-05-24,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,44.341997178203655,0.1966,0.5,0.6,0.4737,0.5,252.258,365.755,1.992,1.558,-113.497,0.434,17.492,1,14,14,0
2024-05-26,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,65.50483916170379,0.4291,0.7,0.6,0.6538,0.4,263.3,341.172,3.559,1.693,-77.872,1.866,11.181,0,13,15,1
2025-03-22,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,52.414211068139366,0.2747,0.8,0.6,1.0,0.5,271.509,332.811,4.141,2.426,-61.302,1.715,76.784,0,0,0,0
2025-03-23,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,16.925324749257925,0.0286,0.5,0.5,0.45,0.5,264.217,315.981,1.935,2.714,-51.764,-0.779,-5.495,1,0,0,0
2025-03-23,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,49.87810289239974,0.2488,0.5,0.3,0.4595,0.6667,260.301,341.594,1.897,1.505,-81.293,0.392,-11.795,1,0,0,1
2025-03-24,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,-6.822077492342487,-0.0047,0.6,0.4,0.4,0.5,292.469,300.253,4.612,2.397,-7.784,2.215,14.185,1,0,0,1
2025-03-25,Gujarat Titans,Punjab Kings,Punjab Kings,39.43411245139828,0.1555,0.4,0.3,0.6,0.5625,302.77,220.202,2.156,2.465,82.568,-0.309,5.69,1,0,0,0
2025-03-26,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,43.46119402267573,0.1889,0.7,0.4,0.5385,0.5,229.178,292.466,3.678,2.065,-63.288,1.613,-25.562,1,1,1,1
2025-03-27,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,-14.703827333179332,-0.0216,0.4,0.5,0.75,0.5,298.022,298.003,2.705,2.732,0.019,-0.027,26.339,1,1,1,1
2025-03-28,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,3.072731135954882,0.0009,0.5,0.7,0.5,0.6875,285.496,332.551,2.242,2.654,-47.055,-0.412,8.195,1,1,1,0
2025-03-29,Gujarat Titans,Mumbai Indians,Gujarat Titans,38.74158479895459,0.1501,0.3,0.2,0.6,0.5294,287.485,235.696,2.326,1.44,51.789,0.886,22.7,0,1,1,1
2025-03-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,24.446029788485248,0.0598,0.4,0.3,0.5517,0.5,300.234,260.461,2.344,2.069,39.773,0.275,-13.863,1,2,2,0
2025-03-30,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,21.615959773901068,0.0467,0.7,0.5,0.5455,0.6667,388.188,393.334,3.518,2.223,-5.146,1.295,-43.252,0,1,2,1
2025-03-31,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,115.738076756204,1.3395,0.8,0.2,0.3235,0.5,291.276,306.771,4.141,2.191,-15.495,1.95,1.476,0,2,2,0
2025-04-01,Lucknow Super Giants,Punjab Kings,Punjab Kings,29.427768634416907,0.0866,0.5,0.4,0.75,0.5385,305.118,333.882,2.802,2.067,-28.764,0.735,-27.625,0,2,1,0
2025-04-02,Gujarat Titans,Royal Challengers Bengaluru,Gujarat Titans,-33.74995240736553,-0.1139,0.4,0.8,0.0,0.5,282.008,308.63,2.211,2.75,-26.622,-0.539,-12.552,1,2,2,1
2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,52.50510561181409,0.2757,0.7,0.5,0.6667,0.4667,282.419,383.907,3.958,2.574,-101.488,1.384,-3.62,0,3,3,1
2025-04-04,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,38.66353116409368,0.1495,0.4,0.2,0.8333,0.5,286.889,296.581,2.691,3.569,-9.692,-0.878,6.509,0,3,3,1
2025-04-05,Chennai Super Kings,Delhi Capitals,Delhi Capitals,-35.38674316161564,-0.1252,0.4,0.7,0.5833,0.6471,301.49,365.739,2.742,3.465,-64.249,-0.723,-6.197,0,3,2,0
2025-04-05,Punjab Kings,Rajasthan Royals,Rajasthan Royals,-4.644504192149498,-0.0022,0.5,0.3,0.4286,0.2,301.763,253.477,2.035,1.962,48.286,0.073,-24.266,1,2,3,0
2025-04-06,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,46.15375473208633,0.213,0.5,0.4,0.75,0.5,275.172,369.724,2.146,3.906,-94.552,-1.76,23.456,1,3,4,1
2025-04-07,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,-75.97644073613924,-0.5772,0.2,0.8,1.0,0.5789,298.451,320.292,2.225,2.723,-21.841,-0.498,22.856,1,4,3,0
2025-04-08,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,39.52933224647313,0.1563,0.8,0.4,0.4,0.5,262.963,295.465,4.068,2.673,-32.502,1.395,15.055,1,4,4,0
2025-04-08,Chennai Super Kings,Punjab Kings,Punjab Kings,0.357528212373154,0.0,0.4,0.5,0.2857,0.5,305.466,288.021,2.754,2.03,17.445,0.724,31.094,0,4,3,0
2025-04-09,Gujarat Titans,Rajasthan Royals,Gujarat Titans,14.581463963030956,0.0213,0.5,0.3,0.8333,0.5556,307.386,276.174,2.204,2.006,31.212,0.198,-6.366,0,4,4,1
2025-04-10,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,12.176709976431766,0.0148,0.7,0.8,0.0,0.0,356.008,319.959,3.671,2.709,36.049,0.962,-18.071,1,3,4,1
2025-04-11,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,-62.92333310983622,-0.3959,0.3,0.7,0.6552,0.6111,257.739,263.957,1.961,3.881,-6.218,-1.92,11.97,0,5,5,0
2025-04-12,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,37.61864664321047,0.1415,0.6,0.4,0.2857,0.0,327.467,345.888,1.997,2.128,-18.421,-0.131,1.831,1,4,5,0
2025-04-12,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,19.3553336729251,0.0375,0.6,0.5,0.8,0.5,310.701,296.32,2.319,2.509,14.381,-0.19,22.972,0,5,5,0
2025-04-13,Delhi Capitals,Mumbai Indians,Mumbai Indians,123.63547913005756,1.5286,0.8,0.2,0.3846,0.5,325.591,285.761,3.566,1.911,39.83,1.655,-39.001,1,4,5,0
2025-04-13,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,-16.358567551669694,-0.0268,0.3,0.7,1.0,0.5,252.524,314.879,2.06,2.682,-62.355,-0.622,-7.224,0,5,5,0
2025-04-14,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,-80.83698749689484,-0.6535,0.3,0.5,0.25,0.0,228.041,323.103,2.137,2.658,-95.062,-0.521,-16.44,1,6,6,1
2025-04-15,Kolkata Knight Riders,Punjab Kings,Punjab Kings,62.25385621794658,0.3876,0.7,0.5,0.5,0.5,258.788,312.26,4.163,1.554,-53.472,2.609,-1.199,0,6,5,0
2025-04-17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,-22.34763469945028,-0.0499,0.3,0.4,0.5455,0.55,287.033,329.555,1.922,2.199,-42.522,-0.277,7.965,1,6,6,1
2025-04-18,Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,-33.5708457962985,-0.1127,0.5,0.7,0.0,0.0,289.323,345.181,1.625,2.665,-55.858,-1.04,-33.962,1,6,6,1
2025-04-19,Delhi Capitals,Gujarat Titans,Gujarat Titans,10.1446819246205,0.0103,0.7,0.5,0.6,0.8,273.398,292.432,3.564,2.4,-19.034,1.164,29.386,0,5,6,0
2025-04-19,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,32.97231555458234,0.1087,0.5,0.3,0.2,0.5,345.98,242.553,2.633,1.792,103.427,0.841,36.639,1,7,6,1
2025-04-20,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,-2.873743732367302,-0.0008,0.6,0.6,0.3333,0.375,278.173,322.143,1.745,2.526,-43.97,-0.781,-31.233,0,7,7,0
